Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID-Scrambled,Gender,Exam Type,Correct,Wrong,Score,Z-Score
183,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,16,2352424,M,B,23,2,92,1.458852868
221,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,54,2347974,M,B,20,5,80,0.710723192
243,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,76,2439362,M,B,18,7,72,0.211970075
247,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,80,2439398,M,B,20,5,80,0.710723192
248,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,81,2435338,M,B,11,14,44,-1.533665835
254,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,87,2581364,M,B,11,14,44,-1.533665835
258,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,91,2257832,M,B,16,9,64,-0.286783042
270,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,103,2070174,M,B,16,9,64,-0.286783042
273,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,106,2400670,M,B,20,5,80,0.710723192
283,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,116,2254560,M,B,19,6,76,0.461346633
286,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,119,2474376,M,B,12,13,48,-1.284289277
289,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,122,2302976,M,B,16,9,64,-0.286783042
318,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,151,2350048,M,B,14,11,56,-0.78553616
327,S12-ECON210-3-Micro-Final,S12-ECON210-3-Micro,2012,S12,ECON210-3,Microeconomics,Final,160,2706168,M,B,14,11,56,-0.78553616
336,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,2,2439842,M,B,24,1,96,1.945548197
352,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,18,2307036,M,B,14,11,56,-0.997792494
358,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,24,2344688,M,B,13,12,52,-1.292126564
368,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,34,2750206,M,B,21,4,84,1.06254599
374,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,40,2624576,M,B,21,4,84,1.06254599
377,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,43,2581630,M,B,12,13,48,-1.586460633
391,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,57,2478484,M,B,20,5,80,0.768211921
399,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,65,2705542,M,B,11,14,44,-1.880794702
404,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,70,2748576,M,B,16,9,64,-0.409124356
406,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,72,2345562,M,B,22,3,88,1.356880059
420,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,86,2625056,M,B,17,8,68,-0.114790287
423,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,89,2478780,M,B,14,10,56,-0.997792494
424,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,90,2695626,M,B,17,8,68,-0.114790287
430,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,96,2568990,M,B,23,2,92,1.651214128
433,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,99,2749452,M,B,11,14,44,-1.880794702
435,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,101,2624426,M,B,20,5,80,0.768211921
441,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,107,2625518,M,B,14,11,56,-0.997792494
446,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,112,2624342,M,B,21,4,84,1.06254599
447,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,113,2478102,M,B,10,15,40,-2.175128771
450,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,116,2582438,M,B,18,7,72,0.179543782
451,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,117,2306422,M,B,20,5,80,0.768211921
459,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,125,2345282,M,B,15,10,60,-0.703458425
460,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,126,2478056,M,B,19,6,76,0.473877851
463,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,129,2479806,M,B,18,7,72,0.179543782
467,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,133,2626010,M,B,15,10,60,-0.703458425
470,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,136,2822956,M,B,20,5,80,0.768211921
472,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,138,1426262,M,B,20,5,80,0.768211921
476,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,142,2748874,M,B,15,10,60,-0.703458425
488,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,154,2821950,M,B,15,10,60,-0.703458425
499,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,165,2250500,M,B,17,8,68,-0.114790287
501,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,167,2477794,M,B,8,17,32,-2.763796909
506,F13-ECON210-3-Macro-MT,F13-ECON210-3-Macro,2013,F13,ECON210-3,Macroeconomics,MT,172,2250486,M,B,19,6,76,0.473877851
514,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,3,2439842,M,B,14,11,56,0.528455285
518,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,7,2750836,M,B,8,17,32,-0.972482802
527,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,16,2307036,M,B,14,11,56,0.528455285
528,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,17,2695396,M,B,10,15,40,-0.472170106
529,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,18,2070488,M,B,20,5,80,2.029393371
539,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,28,2346750,M,B,16,9,64,1.02876798
552,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,41,2479342,M,B,11,14,44,-0.222013759
561,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,50,2479874,M,B,10,15,40,-0.472170106
574,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,63,2479310,M,B,12,13,48,0.028142589
575,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,64,2478436,M,B,13,12,52,0.278298937
577,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,66,2705510,M,B,7,18,28,-1.222639149
578,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,67,2705542,M,B,8,17,32,-0.972482802
580,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,69,2306688,M,B,11,14,44,-0.222013759
582,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,71,2748576,M,B,11,14,44,-0.222013759
583,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,72,2345562,M,B,6,19,24,-1.472795497
587,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,76,2478300,M,B,9,15,36,-0.722326454
597,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,86,2625056,M,B,9,15,36,-0.722326454
604,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,93,2346916,M,B,12,13,48,0.028142589
607,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,96,2568990,M,B,14,11,56,0.528455285
609,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,98,2749452,M,B,11,14,44,-0.222013759
614,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,103,2822260,M,B,13,12,52,0.278298937
616,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,105,2705312,M,B,13,12,52,0.278298937
623,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,112,2748126,M,B,16,9,64,1.02876798
624,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,113,2478138,M,B,11,14,44,-0.222013759
629,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,118,2306422,M,B,15,10,60,0.778611632
637,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,126,2345282,M,B,8,17,32,-0.972482802
642,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,131,2479806,M,B,13,12,52,0.278298937
645,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,134,2626010,M,B,12,13,48,0.028142589
646,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,135,2780536,M,B,19,6,76,1.779237023
650,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,139,2822956,M,B,14,11,56,0.528455285
655,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,144,2310646,M,B,9,16,36,-0.722326454
661,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,150,2624244,M,B,15,10,60,0.778611632
666,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,155,2478946,M,B,13,12,52,0.278298937
680,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,169,2477794,M,B,17,8,68,1.278924328
681,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,170,2821752,M,B,9,16,36,-0.722326454
686,F13-ECON210-3-Micro-Final,F13-ECON210-3-Micro,2013,F13,ECON210-3,Microeconomics,Final,175,2668996,M,B,10,15,40,-0.472170106
692,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,5,2719782,M,B,18,7,72,1.017445918
696,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,9,2719734,M,B,9,16,36,-1.494766225
706,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,19,2595322,M,B,11,14,44,-0.93649686
713,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,26,2719500,M,B,8,17,32,-1.773900907
720,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,33,2719454,M,B,20,5,80,1.575715283
725,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,38,2719370,M,B,13,12,52,-0.378227495
737,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,50,2719354,M,B,16,9,64,0.459176553
748,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,61,2719156,M,B,15,10,60,0.18004187
752,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,65,2719074,M,B,17,8,68,0.738311235
755,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,68,2718990,M,B,12,13,48,-0.657362177
759,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,72,2718958,M,B,11,14,44,-0.93649686
760,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,73,2718922,M,B,15,10,60,0.18004187
761,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,74,2811158,M,B,18,7,72,1.017445918
763,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,76,2720194,M,B,15,10,60,0.18004187
769,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,82,2594796,M,B,19,6,76,1.2965806
770,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,83,2718876,M,B,15,10,60,0.18004187
773,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,86,2718808,M,B,18,7,72,1.017445918
774,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,87,2594744,M,B,16,9,64,0.459176553
776,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,89,2718776,M,B,10,15,40,-1.215631542
777,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,90,2836914,M,B,10,15,40,-1.215631542
778,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,91,2718740,M,B,7,18,28,-2.05303559
779,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,92,2718724,M,B,14,11,56,-0.099092812
789,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,102,2718578,M,B,8,17,32,-1.773900907
790,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,103,2718610,M,B,15,9,60,0.18004187
795,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,108,2718496,M,B,20,5,80,1.575715283
800,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,113,2719916,M,B,12,13,48,-0.657362177
801,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,114,2837576,M,B,13,12,52,-0.378227495
802,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,115,2594514,M,B,11,14,44,-0.93649686
807,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,120,2836352,M,B,12,13,48,-0.657362177
808,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,121,2448040,M,B,13,12,52,-0.378227495
813,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,126,2594364,M,B,15,10,60,0.18004187
817,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,130,2718298,M,B,16,9,64,0.459176553
819,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,132,2594166,M,B,6,19,24,-2.332170272
820,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,133,2718246,M,B,13,12,52,-0.378227495
829,S13-ECON122-1-Macro-MT,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,MT,142,2593956,M,B,17,8,68,0.738311235
832,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,1,2719866,M,B,10,15,40,-0.878209831
835,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,4,2719818,M,B,16,9,64,0.882611886
836,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,5,2719782,M,B,14,11,56,0.295671313
837,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,6,2595556,M,B,7,18,28,-1.75862069
839,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,8,2719750,M,B,15,10,60,0.589141599
840,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,9,2719718,M,B,11,14,44,-0.584739545
846,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,15,2595322,M,B,12,13,48,-0.291269259
853,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,22,2719568,M,B,17,8,68,1.176082172
855,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,24,2719552,M,B,11,14,44,-0.584739545
856,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,25,2719486,M,B,16,9,64,0.882611886
860,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,29,2719402,M,B,15,10,60,0.589141599
861,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,30,2719386,M,B,19,6,76,1.763022744
868,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,37,2720028,M,B,8,16,32,-1.465150404
870,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,39,2720012,M,B,17,8,68,1.176082172
873,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,42,2768110,M,B,6,19,24,-2.052090976
877,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,46,2719288,M,B,16,9,64,0.882611886
879,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,48,2448836,M,B,10,15,40,-0.878209831
885,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,54,2719156,M,B,16,9,64,0.882611886
888,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,57,2719220,M,B,14,11,56,0.295671313
889,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,58,2719074,M,B,10,15,40,-0.878209831
892,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,61,2718990,M,B,15,10,60,0.589141599
894,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,63,2718922,M,B,7,18,28,-1.75862069
897,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,66,2720194,M,B,17,8,68,1.176082172
898,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,67,2900390,M,B,12,13,48,-0.291269259
903,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,72,2594796,M,B,16,9,64,0.882611886
906,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,75,2718808,M,B,15,10,60,0.589141599
910,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,79,2718740,M,B,13,12,52,0.002201027
917,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,86,2718626,M,B,15,10,60,0.589141599
920,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,89,2718578,M,B,15,10,60,0.589141599
922,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,91,2448320,M,B,13,12,52,0.002201027
924,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,93,2718496,M,B,17,8,68,1.176082172
929,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,98,2594514,M,B,4,21,16,-2.639031548
930,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,99,2718428,M,B,7,18,28,-1.75862069
937,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,106,2718396,M,B,14,11,56,0.295671313
939,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,108,2594364,M,B,15,10,60,0.589141599
943,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,112,2718298,M,B,11,14,44,-0.584739545
948,S13-ECON122-1-Macro-Final,S13-ECON122-1-Macro,2013,S13,ECON122-1,Macroeconomics,Final,117,2569552,M,B,15,10,60,0.589141599
964,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,10,2766246,M,B,19,6,76,1.181329752
973,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,19,2642230,M,B,19,6,76,1.181329752
986,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,32,2404812,M,B,8,17,32,-1.773673606
1013,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,59,2582552,M,B,14,11,56,-0.161853593
1015,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,61,2765688,M,B,12,13,48,-0.699126931
1036,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,82,2769366,M,B,13,12,52,-0.430490262
1059,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,105,2765358,M,B,17,8,68,0.644056414
1069,S14-ECON210-1-Macro-MT,S14-ECON210-1-Macro,2014,S14,ECON210-1,Macroeconomics,MT,115,2765192,M,B,16,9,64,0.375419745
1092,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,10,2838068,M,B,17,8,68,0.316868103
1093,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,11,2449066,M,B,14,11,56,-0.313715187
1102,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,20,2837394,M,B,14,11,56,-0.313715187
1103,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,21,2838234,M,B,21,4,84,1.157645822
1104,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,22,2720210,M,B,21,4,84,1.157645822
1112,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,30,2837296,M,B,14,11,56,-0.313715187
1113,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,31,2837260,M,B,16,9,64,0.106673673
1121,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,39,2837988,M,B,11,14,44,-0.944298476
1130,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,48,2837890,M,B,18,7,72,0.527062533
1137,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,55,2595192,M,B,11,14,44,-0.944298476
1138,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,56,3081544,M,B,24,1,96,1.788229112
1142,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,60,2837196,M,B,15,10,60,-0.103520757
1145,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,63,2719188,M,B,25,0,100,1.998423542
